title,company,location,posted_date,salary,skills,experience_required,description,employment_type,url,source,repost_count,first_seen,last_seen
Business Intelligence & Data Specialist,SBM,Saudi Arabia - via Jobrapido.com,,,sql,minimum 5 years,"Location:

Dammam/DharanEducation: Bachelor of Science (BS) degree in a Computing / IT Field.

Experience: 4 to 6 Years

Monthly Salary Package: SAR 12,000

Qualifications & Experiences:
• Minimum 5 years hands on experience with IT systems analysis, programming, testing and implementation

• SQL pr",Full-time,https://sa.jobrapido.com/jobpreview/1692834926342176768,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Specialist – Business Intelligence,Mawahebna,Riyadh - via Mawahebna,,,Not Specified,Not Specified,"Job Summary

Transform multi-source operational and guest-experience data into actionable insights that drive performance and strategic decision-making across the Contact Center. Develop advanced dashboards, monitor KPIs, and provide analytics to leadership and operational teams.
Responsibilities
•",Full-time,https://mawahebna.com/job/senior-specialist-business-intelligence-qiddiya-riyadh/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Technical Support Officer (IT Systems and Business Analytics Support) - (Outsourced Contract),Islamic Development Bank,Jeddah - via Jobs At IsDB - Islamic Development Bank,,,Not Specified,Not Specified,"OVERVIEW

Complex:

Operations Complex

Department:

Project Procurement and Financial Management (PPFM)

Division/Section:

Front Office

Country:

Saudi Arabia

Location:

Jeddah HQ

Closing Date:

3-Sep-2026

JOB PURPOSE

Support PPFM’s digital transformation, systems administration, automation,",متعاقد,https://careers.isdb.org/job/Jeddah-Technical-Support-Officer-%28IT-Systems-and-Business-Analytics-Support%29-%28Outsourced-Contract%29/1363118955/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Business Intelligence Senior Specialist - Shared Services,Propel Consult,تبوك - via BeBee,,,Not Specified,Not Specified,"Skills:
• Demonstratable experience in managing Procurement market intelligence reporting activities either internally created or externally operated
• Demonstrable experience implementing and managing Supplier facing procurement portals/interfaces and Procurement customer digital interfaces (e.g.",فترة Internship,https://bebee.com/sa/jobs/business-intelligence-senior-specialist-shared-services-propel-consult-tabuk--talent-590974910679297543,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Business Intelligence Analyst - Financial Crime,Tamara,Saudi Arabia - via Job Search At Monster Thailand,,,Not Specified,Not Specified,"About Us

Tamara is the leading shopping and payments platform in Saudi Arabia and the GCC region, with a mission to empower people in their daily lives and revolutionize how they shop, pay, and bank. The company was founded by serial entrepreneur Abdulmajeed Alsukhan along with his partners Turki B",Full-time,https://www.monster.co.th/job/business-intelligence-analyst-financial-crime-tamara-saudi-arabia-42469181,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Business Analyst (Data Warehouse And Analytics),DeepSource Technologies,Riyadh - via GulfTalent,,,Not Specified,Not Specified,"We are seeking an experienced Business Analyst

To bridge the gap between business stakeholders and technical teams in the implementation of a telecom data lakehouse/data warehouse. The Business Analyst will gather business requirements, analyze telecom processes and data, define business rules, and",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/business-analyst-data-warehouse-and-analytics-609950,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Performance Analytics & Insights Senior Specialist,Confidential Careers,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"We are looking for a Performance Analytics & Insights Senior Specialist to turn marketing and business data into actionable insights that support better decision-making and improve overall performance.

Key Responsibilities
• Develop and maintain marketing performance dashboards and reports.
• Analy",Full-time,https://sa.linkedin.com/jobs/view/performance-analytics-insights-senior-specialist-at-confidential-careers-4452242304,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Manager Business Intelligence,Esports Foundation,Saudi Arabia - via Jobrapido.com,,,Not Specified,Not Specified,"Team: Business Intelligence
Activity: Full-time
Role grade: Senior Manager (7)
Direct reports: 3
Indirect reports: 0
Reporting to: Director PMO & BI
Role location: Riyadh, Saudi Arabia
Job Purpose: As Senior Manager Business Intelligence, you will be responsible for leading the development and execu",Full-time,https://sa.jobrapido.com/jobpreview/180515944295038976,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Senior Backend & AI Engineer (Remote, MENA)",Democrance,ينبع - via Jobs In Saudi Arabia - Jooble,,,django,Not Specified,"Democrance, an insurance technology company, seeks a Senior Back-end and AI Software Engineer to strengthen Django-based systems and AI workflows. You will optimize back-end data models, scale processing, and mentor junior developers while collaborating with product and client teams.

The role empha",Full-time,https://sa.jooble.org/jdp/7257482011701031678,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
AI Engineer,Jobskey Consultancy,Mecca المكرمة - via Jobrapido.com,,,Not Specified,minimum 1 year,"Were Hiring: AI Engineer Healthcare Sector
Location: Jeddah Saudi Arabia
Industry: Healthcare
Experience: Minimum 1 year in a healthcare environment

We are seeking a dynamic and innovative AI Engineer to join a leading hospital in Jeddah. The ideal candidate will bring expertise in Artificial Intel",Full-time,https://sa.jobrapido.com/jobpreview/941102494333796352,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Security Operations Center Analyst,Accenture,Riyadh - via Edarabia,,,linux,1-3 years,"Job Summary


• Possess 1-3 years of experience in the Information Security domain specifically in security operations center and, demonstrable experience and knowledge of operating platforms (windows, Linux)

• Have a strong fundamental understanding of TCP/IP and OSI. They also have an experien",Full-time,https://www.edarabia.com/security-operations-center-analyst-accenture-riyadh-saudi-arabia/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
QA/QC Manager,AlRashed Group,Saudi Arabia - via Careers At AlRashed Group,,,Not Specified,Not Specified,"Location: In-Kingdom
Department: Quality Assurance & Quality Control (QA/QC) Department
Reports To: Operations Manager / CEO
Job Summary: To Manage all aspects of companies Quality Assurance, Quality Control at a designated Project site and to ensure that Quality Assurance Programs have been effecti",Full-time,https://careers.alrashed.com/en/saudi-arabia/jobs/qa-qc-manager-1100076024/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Health Quality Specialist (Saudi Arabia),Eram Talent,Khobar - via Workable Jobs,,,Not Specified,Not Specified,"Eram Talent is seeking a Health Quality Specialist to join our dynamic team in Saudi Arabia. As a leading talent acquisition consultancy, we are committed to connecting skilled professionals with top-tier companies.

The Quality and Governance Specialist ensure the maintenance of high standards of q",Full-time,https://jobs.workable.com/view/aKhTtsotrgDtjHqRvFDieS/health-quality-specialist-(saudi-arabia)-in-al-khobar-at-eram-talent,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Sales Engineer Job in Saudi Arabia,A company specializing in solar energy<br>,Saudi Arabia - via Arabianrec.com,,,Not Specified,Not Specified,"We are hiring a Sales Engineer One of the companies specialized in the solar energy sector announces the availability of a Sales Engineer job in Saudi Arabia, as part of its expansion in the Saudi market and its commitment to attracting professional talents capable of supporting sales growth and bui",Full-time,https://arabianrec.com/en/job/sales-engineer-job-in-saudi-arabia/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Structural Engineer (EM and CS),AtkinsRéalis,Dammam - via JobLeads,,,Not Specified,Not Specified,"Overview

We are seeking a highly skilled and experienced Structural Engineer to join our team, supporting the delivery of high-quality engineering solutions within railway projects. This requires to assess technically civil structures such as bridges and culverts, as well as building structures for",Full-time,https://www.jobleads.com/sa/job/structural-engineer-em-and-cs--dammam--e89f46f28fa1c09d98859a4b0f9f759db,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Electronics Engineer,Saipem,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"Company Description

Join Saipem and engineer a sustainable future.

We are a global leader in engineering and construction for the energy and infrastructure sectors, delivering complex onshore and offshore projects worldwide. Driven by technological innovation as One Company, our 30,000 people from",Full-time,https://www.founditgulf.com/job/electronics-engineer-saipem-saudi-arabia-60693506,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Information Technology Operations Manager,SALT,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"IT Operations Manager

Location: Riyadh, Saudi Arabia

Arabic-speaking is essential

Contract: 6-12 months

We are supporting a leading professional services organisation in Riyadh to hire an IT Operations Manager with a strong grounding in ITIL-based service management. This role is focused on end-",Full-time,https://www.founditgulf.com/job/information-technology-operations-manager-salt-saudi-arabia-42556797,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Real-Time Analyst (RTA),Tamara,Riyadh - via Glassdoor,,,Not Specified,Not Specified,"About us

Tamara is the leading fintech platform in Saudi Arabia and the wider GCC region with a mission to help people make their dreams come true by building the most customer-centric financial super-app on earth. The company serves millions of users in the region and partners with leading global",Full-time,"https://www.glassdoor.co.uk/job-listing/real-time-analyst-rta-tamara-JV_IC3110290_KO0,21_KE22,28.htm?jl=1010229544422",jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
